,peak_id,peak_name,peak_alternative_name,height_metres,climbing_status,first_ascent_year,first_ascent_country,first_ascent_expedition_id,location,region,latitude,longitude
227,KGRI,Khangri Shar,Unknown,6792,Unclimbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,,
228,KGRW,Khangri West,Unknown,6658,Unclimbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,28.0232747,86.8008551
229,PURB,Purbung Himal,Putrung,6500,Unclimbed,,Unknown,Unknown,Damodar,Annapurna-Damodar-Peri,,
230,TASH,Tashi Kang,Tashi Khang,6386,Climbed,2002.0,"Japan, Nepal",TASH02201,Mukut/Mustang,Dhaulagiri-Mukut,28.8547343,119.4039832
231,TENR,Tengi Ragi Tau,"Agole, Angole",6938,Climbed,2002.0,"Japan, Nepal",TENR02401,Rolwaling,Khumbu-Rolwaling-Makalu,27.8577926,86.5532595
232,KYAS,Kyashar,"Peak 43, Tangnag Tseng",6770,Climbed,2003.0,"UK, Austria, Swiss",KYAS03301,Khumbu,Khumbu-Rolwaling-Makalu,27.7548759,86.8223253
233,NREK,Nirekha,Unknown,6159,Climbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,27.9775114,86.7629029
234,NORB,Norbu Kang,Norbu Khang,6085,Climbed,2003.0,"Japan, Nepal",NORB03201,Kanjiroba,Far West-Kanjiroba,47.4878471,3.9072732
235,LNKE,Lunchhung Kamo East,Unknown,6024,Climbed,1999.0,"Japan, Nepal",LNKE99201,Kanti/Palchung,Far West-Kanjiroba,,
236,LIK1,Linkhu Chuli Shar,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",6719,Climbed,2013.0,Germany,LIK113301,Rolwaling,Khumbu-Rolwaling-Makalu,,
237,LIK2,Linkhu Chuli Nup,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II",6659,Climbed,1960.0,"France, Nepal",LIK260301,Rolwaling,Khumbu-Rolwaling-Makalu,,
238,PANT,Panalotapa,"Paniyo Tapa, Paniyo Tippa",6687,Climbed,1955.0,UK,PANT55101,Rolwaling,Khumbu-Rolwaling-Makalu,,
239,SHAL,Shalbachum,"Salbachum, Phrul Rangtshan Ri",6707,Climbed,1959.0,"Japan, Nepal",SHAL59301,Langtang,Langtang-Jugal,28.2709798,85.6304978
240,KHUM,Khumbutse,Unknown,6639,Unclimbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,28.0219052,86.872193
241,BOKT,Boktoh,Bokta,6114,Climbed,1991.0,Yugoslavia,BOKT91101,Kangchenjunga/Simhalila,Kangchenjunga-Janak,27.6204953,88.0063936
242,MOJC,Mojca,Mojka,6024,Climbed,1974.0,Yugoslavia,MOJC74301,Kangchenjunga/Simhalila,Kangchenjunga-Janak,46.846394,25.104374
243,PLNG,Palung,Palung Ri,7012,Climbed,1952.0,New Zealand,PLNG52101,Khumbu,Khumbu-Rolwaling-Makalu,-8.375752,112.680772
244,TUTS,Tutse,"Peak 6, Nephu",6758,Unclimbed,,Unknown,Unknown,Makalu,Khumbu-Rolwaling-Makalu,53.1162756,5.8375011
245,NUPE,Nuptse East I,Unknown,7795,Climbed,2003.0,Russia,NUPE03301,Khumbu,Khumbu-Rolwaling-Makalu,,
246,AMOT,Amotsang,Amatson,6393,Unclimbed,,Unknown,Unknown,Damodar,Annapurna-Damodar-Peri,,
247,YANS,Yansa Tsenji,"Dragpoche, Dhagpache",6567,Unclimbed,,Unknown,Unknown,Langtang,Langtang-Jugal,28.2564939,85.6055269
248,HIMJ,Himjung,Nemjung Goth,7092,Climbed,2012.0,S Korea,HIMJ12301,Peri,Annapurna-Damodar-Peri,,
249,AMPH,Amphu I,Unknown,6740,Climbed,2013.0,S Korea,AMPH13301,Khumbu,Khumbu-Rolwaling-Makalu,,
250,CHAB,Chabuk,Tsajirip,6792,Unclimbed,,Unknown,Unknown,Janak/Ohmi Kangri,Kangchenjunga-Janak,27.8965508,87.9998611
251,CHAK,Chako,Unknown,6704,Climbed,2007.0,"Japan, Nepal",CHAK07201,Damodar,Annapurna-Damodar-Peri,-20.4289101,32.6809123
252,DOMK,Dome Kang,Unknown,7264,Climbed,2009.0,"Spain, Nepal",DOMK09101,Jongsang,Kangchenjunga-Janak,28.6073547,83.886437
253,GHAN,Ghhanyala Hies,Unknown,6744,Unclimbed,,Unknown,Unknown,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
254,HUNK,Hunku,Unknown,6119,Climbed,2012.0,UK,HUNK12302,Khumbu,Khumbu-Rolwaling-Makalu,27.5991207,86.9088123
255,JANK,Janak Chuli,"Janak, Outlier",7041,Climbed,2006.0,Slovenia,JANK06101,Janak/Ohmi Kangri,Kangchenjunga-Janak,27.873267,88.0910772
256,KABS,Kabru South,Unknown,7318,Climbed,1994.0,India,KABS94101,Kangchenjunga/Simhalila,Kangchenjunga-Janak,,
257,KABR,Kabru Main,Kabru Central,7412,Climbed,1994.0,India,KABR94101,Kangchenjunga/Simhalila,Kangchenjunga-Janak,,
258,LASH,Lashar I,Loshar I,6842,Climbed,2005.0,Slovenia,LASH05301,Janak/Ohmi Kangri,Kangchenjunga-Janak,27.8971339,88.0543145
259,LAS2,Lashar II,Loshar II,6803,Unclimbed,,Unknown,Unknown,Janak/Ohmi Kangri,Kangchenjunga-Janak,27.8874291,88.0627791
260,NAG2,Nangpai Gosum II,"Nagpai Gosum II, Chamar",7287,Unclimbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,28.070525,86.6355487
261,NANG,Nangamari I,Unknown,6547,Climbed,2010.0,Australia,NANG10301,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
262,PANB,Panbari,Unknown,6905,Climbed,2006.0,Japan,PANB06301,Peri,Annapurna-Damodar-Peri,26.6165388,90.8327293
263,PHNH,Phungi Himal,Unknown,6538,Climbed,2017.0,Russia,PHNH17301,Manaslu/Mansiri,Manaslu-Ganesh,,
264,MARI,Mariyang,Unknown,6528,Unclimbed,,Unknown,Unknown,Kanti/Palchung,Far West-Kanjiroba,28.4875762,95.2171727
265,TKRG,Takargo,Dragker-go,6771,Climbed,2010.0,USA,TKRG10101,Rolwaling,Khumbu-Rolwaling-Makalu,,
266,THUL,Thulagi,Mansiri Himal,7059,Climbed,2015.0,Russia,THUL15301,Manaslu/Mansiri,Manaslu-Ganesh,28.51903395,84.54608703985988
267,JOMS,Jomsom Himal,Jomsang Himal,6335,Climbed,2003.0,"France, Nepal",JOMS03301,Damodar,Annapurna-Damodar-Peri,,
268,BAMO,Bamongo,Unknown,6406,Climbed,2013.0,"Nepal, China",BAMO13301,Rolwaling,Khumbu-Rolwaling-Makalu,,
269,CHAW,Chaw Peak,Chaw East,6404,Unclimbed,,Unknown,Unknown,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
270,DING,Dingjung North,"Kangkuru, Rima Mancho",6249,Climbed,1955.0,UK,DING55101,Rolwaling,Khumbu-Rolwaling-Makalu,,
271,KNAG,Kang Nagchugo,Khang Nagchugo,6737,Climbed,2008.0,USA,KNAG08301,Rolwaling,Khumbu-Rolwaling-Makalu,,
272,KBON,Konabon,Kambon,6570,Unclimbed,,Unknown,Unknown,Dhaulagiri,Dhaulagiri-Mukut,28.6599965,83.3048561
273,KHAM,Khamjung,"Khumjung, Khamjungar",6759,Climbed,1982.0,Japan,Unknown,Damodar,Annapurna-Damodar-Peri,,
274,KYR1,Kyungka Ri 1,Kyungya Ri 1,6599,Climbed,2017.0,S Korea,KYR117301,Langtang,Langtang-Jugal,28.2968281,85.6677275
275,KYR2,Kyungka Ri 2,Kyungya Ri 2,6506,Unclimbed,,Unknown,Unknown,Langtang,Langtang-Jugal,28.3031784,85.6624294
276,KOJI,Kojichuwa Chuli,Unknown,6439,Climbed,2010.0,Japan,KOJI10101,Kanti/Palchung,Far West-Kanjiroba,,
277,CHIV,Chhiv Himal,Chhib Himal,6650,Climbed,2004.0,Japan,CHIV04301,Damodar,Annapurna-Damodar-Peri,28.8736293,84.1598835
278,LMOC,Langmoche Ri,Unknown,6552,Climbed,2012.0,USA,LMOC12301,Rolwaling,Khumbu-Rolwaling-Makalu,,
279,LCHA,Lachama Chuli,"Kubi Kangri, Kubi Dongdong",6721,Climbed,2007.0,Japan,LCHA07301,Nalakankar/Chandi/Changla,Far West-Kanjiroba,,
280,PAN1,Panpoche 1,"Pang Phunch 1, Kutang Himal",6620,Unclimbed,,Unknown,Unknown,Manaslu/Mansiri,Manaslu-Ganesh,,
281,PAN2,Panpoche 2,Pang Phunch 2,6504,Unclimbed,,Unknown,Unknown,Manaslu/Mansiri,Manaslu-Ganesh,,
282,PHOL,Phole,Unknown,6645,Unclimbed,,Unknown,Unknown,Kangchenjunga/Simhalila,Kangchenjunga-Janak,44.5017312,-80.2320581
283,PHUK,Phu Kang,Phu Khang,6694,Unclimbed,,Unknown,Unknown,Peri,Annapurna-Damodar-Peri,44.1497919,87.9684506
284,LNGK,Langchung Khang,Langpo Chung,6786,Unclimbed,,Unknown,Unknown,Jongsang,Kangchenjunga-Janak,27.8562819,88.1778517
285,PK04,Peak 4,Shershon Ri,6736,Unclimbed,,Unknown,Unknown,Khumbu,Khumbu-Rolwaling-Makalu,39.5216376,-106.1213832
286,NAM2,Nampa II,Unknown,6585,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,43.5737361,-116.559631
287,NAM3,Nampa III,Nampa Chuli,6611,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,,
288,NAMS,Nampa South,Unknown,6130,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,42.77489,-114.712664
289,SOBI,Sobithongie,Unknown,6652,Unclimbed,,Unknown,Unknown,Kangchenjunga/Simhalila,Kangchenjunga-Janak,,
290,SHER,Shershon,Peak 3,6432,Unclimbed,,Unknown,Unknown,Makalu,Khumbu-Rolwaling-Makalu,,
291,SWAK,Swaksa Kang,Unknown,6405,Unclimbed,,Unknown,Unknown,Kanti/Palchung,Far West-Kanjiroba,,
292,TILJ,Tilje,Unknown,6530,Unclimbed,,Unknown,Unknown,Peri,Annapurna-Damodar-Peri,59.47805,11.2763056
293,TSAR,Tsartse,Unknown,6343,Climbed,2018.0,"Japan, Nepal",TSAR18301,Mukut/Mustang,Dhaulagiri-Mukut,,
294,YAKA,Yakawa Kang,Unknown,6482,Climbed,2010.0,"Japan, Nepal",YAKA10301,Damodar,Annapurna-Damodar-Peri,28.8089011,83.9419335
295,YAUP,Yaupa,Unknown,6422,Climbed,1989.0,"UK, USA",YAUP89301,Makalu,Khumbu-Rolwaling-Makalu,27.8369699,87.140792
296,TILK,Til Kang,Unknown,6369,Climbed,2018.0,UK,TILK18301,Nalakankar/Chandi/Changla,Far West-Kanjiroba,47.5155368,5.1753631
297,YOKO,Yokopahar,Nampa VIII,6423,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,,
298,SALW,Saldim West,"Peak 5, Saldim Ri, Yaphu Ri",6388,Climbed,2016.0,Romania,SALW16301,Makalu,Khumbu-Rolwaling-Makalu,27.824774,87.1567343
299,SAMD,Samdo,Unknown,6335,Climbed,2009.0,Japan,SAMD09302,Manaslu/Mansiri,Manaslu-Ganesh,31.2085649,96.6000342
300,PURK,Purkhung,"Purkhang, Purkung",6126,Climbed,2004.0,Japan,PURK04201,Damodar,Annapurna-Damodar-Peri,,
301,DZAS,Dzasampatse,Unknown,6295,Climbed,2004.0,Slovenia,DZAS04301,Khumbu,Khumbu-Rolwaling-Makalu,,
302,SWEL,Swelokhan,Unknown,6180,Unclimbed,,Unknown,Unknown,Manaslu/Mansiri,Manaslu-Ganesh,,
303,MUPK,Mustang Peak,Unknown,6229,Climbed,2001.0,"Japan, Nepal",MUPK01301,Mukut/Mustang,Dhaulagiri-Mukut,31.6934231,-110.4764662
304,JING,Jinjang,"Genjang, Gajang, Jijang",6111,Climbed,,Unknown,Unknown,Damodar,Annapurna-Damodar-Peri,3.2113057,101.6583226
305,JOBO,Jobo Rinjang,Jobo Ribjang,6778,Climbed,2009.0,USA,JOBO09101,Rolwaling,Khumbu-Rolwaling-Makalu,28.0430653,86.563291
306,KYAB,Kyabura,"Ghabur, Temachungi",6294,Unclimbed,,Unknown,Unknown,Kangchenjunga/Simhalila,Kangchenjunga-Janak,,
307,KUML,Kumlung,Kang Kuru?,6355,Climbed,2008.0,France,KUML08301,Damodar,Annapurna-Damodar-Peri,,
308,DGAR,Dhaulagari,Dhaulasiri,6638,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,29.9508758,81.1198978
309,LHAY,Lhayul Peak,Unknown,6395,Unclimbed,,Unknown,Unknown,Api/Byas Risi/Guras,Far West-Kanjiroba,,
310,MERR,Merra,Unknown,6334,Climbed,2006.0,Denmark,MERR06301,Kangchenjunga/Simhalila,Kangchenjunga-Janak,66.91177635,13.353994728163736
311,PBUK,Pabuk Kang,Kangata,6244,Unclimbed,,Unknown,Unknown,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
312,YANK,Yanme Kang,Yanme Khang,6206,Climbed,2017.0,France,YANK17301,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
313,DANS,Danphe Shail,Danfe Shail,6103,Climbed,2017.0,"France, Nepal",DANS17301,Kanti/Palchung,Far West-Kanjiroba,29.6720812,83.0083371
314,GAN7,Ganesh VII,Unknown,6350,Unclimbed,,Unknown,Unknown,Ganesh/Shringi,Manaslu-Ganesh,28.3916458,85.1867974
315,PHAR,Pharilapcha,Unknown,6017,Climbed,2003.0,Nepal,PHAR03101,Khumbu,Khumbu-Rolwaling-Makalu,,
316,THOR,Thorong Peak,Thorung Peak,6144,Climbed,2007.0,"Japan, Nepal",THOR07301,Annapurna,Annapurna-Damodar-Peri,28.7819689,83.9268777
317,CHKA,Chamar Kang,"Chharka, Kangtega",6060,Climbed,2007.0,"Japan, Nepal",CHKA07301,Mukut/Mustang,Dhaulagiri-Mukut,28.1986704,89.7695918
318,NUPK,Nupche Kang,"Friendship Peak, Nupche Himal",6576,Climbed,1964.0,"W Germany, Nepal",NUPK64101,Khumbu,Khumbu-Rolwaling-Makalu,,
319,PUCH,Punchen Himal,Puchen Himal,6049,Unclimbed,,Unknown,Unknown,Ganesh/Shringi,Manaslu-Ganesh,,
320,KAKU,Kang Kuru,Unknown,6344,Climbed,2008.0,USA,KAKU08101,Mukut/Mustang,Dhaulagiri-Mukut,47.4115613,2.9273937
321,AMPM,Amphu Middle,Amphu North,6202,Climbed,2008.0,Germany,AMPM08101,Khumbu,Khumbu-Rolwaling-Makalu,,
322,LUGU,Lugula,Unknown,6899,Climbed,2010.0,France,LUGU10301,Damodar,Annapurna-Damodar-Peri,28.8905703,84.2446501
323,BHRS,Bhrikuti Shail,Unknown,6361,Climbed,2005.0,"France, Nepal",BHRS05101,Damodar,Annapurna-Damodar-Peri,28.893082,84.2261556
324,MYAG,Myagdi Matha,Unknown,6273,Unclimbed,,Unknown,Unknown,Dhaulagiri,Dhaulagiri-Mukut,,
325,TOBS,Tobsar,Tabsar,6065,Climbed,2017.0,Nepal,TOBS17301,Ganesh/Shringi,Manaslu-Ganesh,,
326,DINS,Dingjung Ri,Dingjung Ri South,6196,Climbed,2008.0,Japan,DINS08101,Rolwaling,Khumbu-Rolwaling-Makalu,,
327,DUDH,Dudh Kundali,"Dui Tal Chuli, Two Lakes Peak",6045,Climbed,1953.0,"Austria, Nepal, India",DUDH53301,Kanjiroba,Far West-Kanjiroba,,
328,KAGA,Kanta Gaton,Kangfu Gaton,5910,Climbed,2009.0,"France, Nepal",KAGA09201,Kanjiroba,Far West-Kanjiroba,,
329,KAPT,Kaptang,Unknown,5965,Climbed,2009.0,"Japan, Nepal",KAPT09201,Kanti/Palchung,Far West-Kanjiroba,1.3561716,34.5833391
330,ROMA,Roma,Unknown,5407,Unclimbed,,Unknown,Unknown,Saipal,Far West-Kanjiroba,41.8933203,12.4829321
331,RIPI,Ripimo Shar,"Khang Karpo, Kang Karpo",6647,Climbed,1952.0,UK,RIPI52101,Rolwaling,Khumbu-Rolwaling-Makalu,,
332,TSIS,Tsisima,"Chijima, MDM Peak",6196,Climbed,1963.0,"Japan, Nepal",TSIS63101,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
333,TAWA,Tawa,Unknown,6110,Climbed,2010.0,"Japan, Nepal",TAWA10301,Damodar,Annapurna-Damodar-Peri,53.4631552,-113.427559
334,URMA,Urkema,"Baden Powell Scout Peak, Urgyenma",5890,Climbed,2007.0,"Taiwan, S Korea, Singapore, Australia, Nepal",URMA07301,Langtang,Langtang-Jugal,28.1675861,85.5333835
335,MPNW,Manapathi NW,Unknown,6384,Climbed,1977.0,"Italy, UK, W Germany",MPNW77101,Dhaulagiri,Dhaulagiri-Mukut,,
336,LUNR,Lunag Ri,"Lunag I, Rongshar Ri I, Ondrej Peak",6895,Unclimbed,,Unknown,Unknown,Rolwaling,Khumbu-Rolwaling-Makalu,28.0515398,86.5497351
337,JASG,Jasemba Goth,Dzasampa Kang,6730,Climbed,1964.0,W Germany,JASG64101,Khumbu,Khumbu-Rolwaling-Makalu,,
338,GOJN,Gojung,Mugu Chuli,6310,Climbed,2011.0,UK,GOJN11301,Kanti/Palchung,Far West-Kanjiroba,,
339,NAN2,Nangamari II,Unknown,6209,Climbed,2016.0,Japan,NAN216301,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
340,DRAG,Dragmorpa Ri,"Thakmarpo Ri, Panaya Tippa",6185,Climbed,2013.0,Russia,DRAG13101,Langtang,Langtang-Jugal,28.325673,85.6614726
341,SYKG,Syaokang,Unknown,5929,Climbed,2012.0,New Zealand,SYKG12301,Janak/Ohmi Kangri,Kangchenjunga-Janak,,
342,BIJO,Bijora Hiunchuli,Unknown,6111,Unclimbed,,Unknown,Unknown,Kanjiroba,Far West-Kanjiroba,,
343,CHUB,Chhuboche,Unknown,5606,Climbed,2013.0,UK,CHUB13301,Damodar,Annapurna-Damodar-Peri,,
344,LUNW,Lunag West,Unknown,6492,Climbed,2013.0,USA,LUNW13301,Rolwaling,Khumbu-Rolwaling-Makalu,,
345,DOMO,Domo,Jongsang SE Peak,7447,Climbed,1930.0,"Germany, Nepal",DOMO30101,Jongsang,Kangchenjunga-Janak,43.401661,13.0608279
346,LUN2,Lunag II,Unknown,6812,Climbed,2010.0,France,LUN210301,Rolwaling,Khumbu-Rolwaling-Makalu,16.659415,121.3687764
347,TRIA,Triangle Peak,Unknown,6484,Climbed,2013.0,France,TRIA13301,Jugal,Langtang-Jugal,58.5717118,-134.5169546
348,KASI,Kasi Dalpha,Unknown,6386,Unclimbed,,Unknown,Unknown,Kanjiroba,Far West-Kanjiroba,29.2833423,82.5527126
349,NPHU,Narphu,Unknown,5921,Climbed,2014.0,"UK, Nepal",NPHU14301,Damodar,Annapurna-Damodar-Peri,28.7351873,84.2227593158855
350,POTA,Pota Himal North,Peak Hawley,6182,Climbed,2008.0,France,POTA08101,Dhaulagiri,Dhaulagiri-Mukut,,
351,PANN,Pangbuk North,Jobo LeCoultre,6478,Climbed,2013.0,USA,PANN13301,Rolwaling,Khumbu-Rolwaling-Makalu,,
